,Zone,Code zone,Année,Produit,Code Produit,Disponibilité alimentaire (Kcal/personne/jour),Disponibilité de protéines en quantité (g/personne/jour),Exportations - Quantité,Importations - Quantité,Population totale,Production,Réserves,Stabilité politique,Revenu National Brut/hbt
819,Kirghizistan,113,2018,Viande de Volailles,2734,0,0.0,0,29,0,8,0,0.0,0.0
820,Kiribati,83,2014,Population,2501,0,0.0,0,0,109,0,0,0.0,0.0
821,Kiribati,83,2014,Produits Animaux,2941,350,36.54,0,0,0,0,0,0.0,0.0
822,Kiribati,83,2014,Produits Vegetaux,2903,2745,37.38,0,0,0,0,0,0.0,0.0
823,Kiribati,83,2018,Population,2501,0,0.0,0,0,116,0,0,0.0,0.0
824,Kiribati,83,2018,Poulets,1057,0,0.0,0,0,0,0,686,0.0,0.0
825,Kiribati,83,2018,Produits Animaux,2941,359,36.04,0,0,0,0,0,0.0,0.0
826,Kiribati,83,2018,Produits Vegetaux,2903,2719,37.53,0,0,0,0,0,0.0,0.0
827,Kiribati,83,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,2944.838679
828,Kiribati,83,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,1.03,0.0
829,Kiribati,83,2018,Viande de Volailles,2734,0,0.0,0,2,0,1,0,0.0,0.0
830,Koweït,118,2014,Population,2501,0,0.0,0,0,3691,0,0,0.0,0.0
831,Koweït,118,2014,Produits Animaux,2941,656,48.33,0,0,0,0,0,0.0,0.0
832,Koweït,118,2014,Produits Vegetaux,2903,2810,52.72,0,0,0,0,0,0.0,0.0
833,Koweït,118,2018,Population,2501,0,0.0,0,0,4137,0,0,0.0,0.0
834,Koweït,118,2018,Poulets,1057,0,0.0,0,0,0,0,53562,0.0,0.0
835,Koweït,118,2018,Produits Animaux,2941,674,50.97,0,0,0,0,0,0.0,0.0
836,Koweït,118,2018,Produits Vegetaux,2903,2798,52.24,0,0,0,0,0,0.0,0.0
837,Koweït,118,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,39121.160658
838,Koweït,118,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.11,0.0
839,Koweït,118,2018,Viande de Volailles,2734,0,0.0,8,147,0,61,0,0.0,0.0
840,Lesotho,122,2014,Population,2501,0,0.0,0,0,2043,0,0,0.0,0.0
841,Lesotho,122,2014,Produits Animaux,2941,303,19.53,0,0,0,0,0,0.0,0.0
842,Lesotho,122,2014,Produits Vegetaux,2903,2053,47.72,0,0,0,0,0,0.0,0.0
843,Lesotho,122,2018,Population,2501,0,0.0,0,0,2108,0,0,0.0,0.0
844,Lesotho,122,2018,Poulets,1057,0,0.0,0,0,0,0,447,0.0,0.0
845,Lesotho,122,2018,Produits Animaux,2941,290,19.27,0,0,0,0,0,0.0,0.0
846,Lesotho,122,2018,Produits Vegetaux,2903,2033,47.44,0,0,0,0,0,0.0,0.0
847,Lesotho,122,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,1303.667368
848,Lesotho,122,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.22,0.0
849,Lesotho,122,2018,Viande de Volailles,2734,0,0.0,0,17,0,2,0,0.0,0.0
850,Lettonie,119,2014,Population,2501,0,0.0,0,0,2021,0,0,0.0,0.0
851,Lettonie,119,2014,Produits Animaux,2941,961,56.53,0,0,0,0,0,0.0,0.0
852,Lettonie,119,2014,Produits Vegetaux,2903,2247,42.14,0,0,0,0,0,0.0,0.0
853,Lettonie,119,2018,Population,2501,0,0.0,0,0,1928,0,0,0.0,0.0
854,Lettonie,119,2018,Poulets,1057,0,0.0,0,0,0,0,2303,0.0,0.0
855,Lettonie,119,2018,Produits Animaux,2941,1029,63.08,0,0,0,0,0,0.0,0.0
856,Lettonie,119,2018,Produits Vegetaux,2903,2200,39.64,0,0,0,0,0,0.0,0.0
857,Lettonie,119,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,17530.992128
858,Lettonie,119,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.42,0.0
859,Lettonie,119,2018,Viande de Volailles,2734,0,0.0,21,47,0,34,0,0.0,0.0
860,Liban,121,2014,Population,2501,0,0.0,0,0,6261,0,0,0.0,0.0
861,Liban,121,2014,Produits Animaux,2941,358,24.26,0,0,0,0,0,0.0,0.0
862,Liban,121,2014,Produits Vegetaux,2903,2600,47.42,0,0,0,0,0,0.0,0.0
863,Liban,121,2018,Population,2501,0,0.0,0,0,6859,0,0,0.0,0.0
864,Liban,121,2018,Poulets,1057,0,0.0,0,0,0,0,70490,0.0,0.0
865,Liban,121,2018,Produits Animaux,2941,328,22.47,0,0,0,0,0,0.0,0.0
866,Liban,121,2018,Produits Vegetaux,2903,2529,46.68,0,0,0,0,0,0.0,0.0
867,Liban,121,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,9176.759540000001
868,Liban,121,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-1.64,0.0
869,Liban,121,2018,Viande de Volailles,2734,0,0.0,5,10,0,126,0,0.0,0.0
870,Libye,124,2018,Poulets,1057,0,0.0,0,0,0,0,36168,0.0,0.0
871,Libye,124,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,5147.722664
872,Libye,124,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-2.44,0.0
873,Libéria,123,2014,Population,2501,0,0.0,0,0,4360,0,0,0.0,0.0
874,Libéria,123,2014,Produits Animaux,2941,131,10.79,0,0,0,0,0,0.0,0.0
875,Libéria,123,2014,Produits Vegetaux,2903,2023,28.65,0,0,0,0,0,0.0,0.0
876,Libéria,123,2018,Population,2501,0,0.0,0,0,4819,0,0,0.0,0.0
877,Libéria,123,2018,Poulets,1057,0,0.0,0,0,0,0,8947,0.0,0.0
878,Libéria,123,2018,Produits Animaux,2941,133,11.68,0,0,0,0,0,0.0,0.0
879,Libéria,123,2018,Produits Vegetaux,2903,2035,31.1,0,0,0,0,0,0.0,0.0
880,Libéria,123,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,378.325193
881,Libéria,123,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.19,0.0
882,Libéria,123,2018,Viande de Volailles,2734,0,0.0,0,39,0,15,0,0.0,0.0
883,Liechtenstein,125,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,188796.521346
884,Lituanie,126,2014,Population,2501,0,0.0,0,0,2971,0,0,0.0,0.0
885,Lituanie,126,2014,Produits Animaux,2941,938,72.68,0,0,0,0,0,0.0,0.0
886,Lituanie,126,2014,Produits Vegetaux,2903,2449,47.7,0,0,0,0,0,0.0,0.0
887,Lituanie,126,2018,Population,2501,0,0.0,0,0,2801,0,0,0.0,0.0
888,Lituanie,126,2018,Poulets,1057,0,0.0,0,0,0,0,10204,0.0,0.0
889,Lituanie,126,2018,Produits Animaux,2941,1019,78.85,0,0,0,0,0,0.0,0.0
890,Lituanie,126,2018,Produits Vegetaux,2903,2392,47.8,0,0,0,0,0,0.0,0.0
891,Lituanie,126,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,17986.765091
892,Lituanie,126,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.75,0.0
893,Lituanie,126,2018,Viande de Volailles,2734,0,0.0,66,45,0,134,0,0.0,0.0
894,Luxembourg,256,2014,Population,2501,0,0.0,0,0,555,0,0,0.0,0.0
895,Luxembourg,256,2014,Produits Animaux,2941,1134,68.77,0,0,0,0,0,0.0,0.0
896,Luxembourg,256,2014,Produits Vegetaux,2903,2360,42.99,0,0,0,0,0,0.0,0.0
897,Luxembourg,256,2018,Population,2501,0,0.0,0,0,604,0,0,0.0,0.0
898,Luxembourg,256,2018,Poulets,1057,0,0.0,0,0,0,0,123,0.0,0.0
899,Luxembourg,256,2018,Produits Animaux,2941,1190,67.47,0,0,0,0,0,0.0,0.0
900,Luxembourg,256,2018,Produits Vegetaux,2903,2275,41.18,0,0,0,0,0,0.0,0.0
901,Luxembourg,256,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,76531.452117
902,Luxembourg,256,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,1.37,0.0
903,Luxembourg,256,2018,Viande de Volailles,2734,0,0.0,1,12,0,0,0,0.0,0.0
904,Macédoine du Nord,154,2014,Population,2501,0,0.0,0,0,2078,0,0,0.0,0.0
905,Macédoine du Nord,154,2014,Produits Animaux,2941,522,32.66,0,0,0,0,0,0.0,0.0
906,Macédoine du Nord,154,2014,Produits Vegetaux,2903,2433,47.77,0,0,0,0,0,0.0,0.0
907,Macédoine du Nord,154,2018,Population,2501,0,0.0,0,0,2083,0,0,0.0,0.0
908,Macédoine du Nord,154,2018,Poulets,1057,0,0.0,0,0,0,0,1828,0.0,0.0
909,Macédoine du Nord,154,2018,Produits Animaux,2941,590,36.57,0,0,0,0,0,0.0,0.0
910,Macédoine du Nord,154,2018,Produits Vegetaux,2903,2482,47.92,0,0,0,0,0,0.0,0.0
911,Macédoine du Nord,154,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,5822.516712
912,Macédoine du Nord,154,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.2,0.0
913,Macédoine du Nord,154,2018,Viande de Volailles,2734,0,0.0,1,40,0,1,0,0.0,0.0
914,Madagascar,129,2014,Population,2501,0,0.0,0,0,23590,0,0,0.0,0.0
915,Madagascar,129,2014,Produits Animaux,2941,133,9.02,0,0,0,0,0,0.0,0.0
916,Madagascar,129,2014,Produits Vegetaux,2903,1853,35.43,0,0,0,0,0,0.0,0.0
917,Madagascar,129,2018,Population,2501,0,0.0,0,0,26262,0,0,0.0,0.0
918,Madagascar,129,2018,Poulets,1057,0,0.0,0,0,0,0,39134,0.0,0.0
919,Madagascar,129,2018,Produits Animaux,2941,135,9.36,0,0,0,0,0,0.0,0.0
920,Madagascar,129,2018,Produits Vegetaux,2903,1804,34.81,0,0,0,0,0,0.0,0.0
921,Madagascar,129,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,510.00528099999997
922,Madagascar,129,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.52,0.0
923,Madagascar,129,2018,Viande de Volailles,2734,0,0.0,0,0,0,84,0,0.0,0.0
924,Malaisie,131,2014,Population,2501,0,0.0,0,0,29867,0,0,0.0,0.0
925,Malaisie,131,2014,Produits Animaux,2941,551,45.18,0,0,0,0,0,0.0,0.0
926,Malaisie,131,2014,Produits Vegetaux,2903,2280,33.62,0,0,0,0,0,0.0,0.0
927,Malaisie,131,2018,Population,2501,0,0.0,0,0,31528,0,0,0.0,0.0
928,Malaisie,131,2018,Poulets,1057,0,0.0,0,0,0,0,260826,0.0,0.0
929,Malaisie,131,2018,Produits Animaux,2941,512,43.18,0,0,0,0,0,0.0,0.0
930,Malaisie,131,2018,Produits Vegetaux,2903,2333,34.28,0,0,0,0,0,0.0,0.0
931,Malaisie,131,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,10791.776436
932,Malaisie,131,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.24,0.0
933,Malaisie,131,2018,Viande de Volailles,2734,0,0.0,47,72,0,1654,0,0.0,0.0
934,Malawi,130,2014,Population,2501,0,0.0,0,0,16290,0,0,0.0,0.0
935,Malawi,130,2014,Produits Animaux,2941,117,7.27,0,0,0,0,0,0.0,0.0
936,Malawi,130,2014,Produits Vegetaux,2903,2384,59.57,0,0,0,0,0,0.0,0.0
937,Malawi,130,2018,Population,2501,0,0.0,0,0,18143,0,0,0.0,0.0
938,Malawi,130,2018,Poulets,1057,0,0.0,0,0,0,0,18549,0.0,0.0
939,Malawi,130,2018,Produits Animaux,2941,142,9.32,0,0,0,0,0,0.0,0.0
940,Malawi,130,2018,Produits Vegetaux,2903,2250,57.75,0,0,0,0,0,0.0,0.0
941,Malawi,130,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,367.007449
942,Malawi,130,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.33,0.0
943,Malawi,130,2018,Viande de Volailles,2734,0,0.0,0,0,0,191,0,0.0,0.0
944,Maldives,132,2014,Population,2501,0,0.0,0,0,435,0,0,0.0,0.0
945,Maldives,132,2014,Produits Animaux,2941,650,67.14,0,0,0,0,0,0.0,0.0
946,Maldives,132,2014,Produits Vegetaux,2903,1747,33.79,0,0,0,0,0,0.0,0.0
947,Maldives,132,2018,Population,2501,0,0.0,0,0,516,0,0,0.0,0.0
948,Maldives,132,2018,Produits Animaux,2941,562,49.09,0,0,0,0,0,0.0,0.0
949,Maldives,132,2018,Produits Vegetaux,2903,1673,32.2,0,0,0,0,0,0.0,0.0
950,Maldives,132,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,12204.249756000001
951,Maldives,132,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.1,0.0
952,Maldives,132,2018,Viande de Volailles,2734,0,0.0,0,13,0,0,0,0.0,0.0
953,Mali,133,2014,Population,2501,0,0.0,0,0,16934,0,0,0.0,0.0
954,Mali,133,2014,Produits Animaux,2941,315,21.31,0,0,0,0,0,0.0,0.0
955,Mali,133,2014,Produits Vegetaux,2903,2518,59.78,0,0,0,0,0,0.0,0.0
956,Mali,133,2018,Population,2501,0,0.0,0,0,19078,0,0,0.0,0.0
957,Mali,133,2018,Poulets,1057,0,0.0,0,0,0,0,47255,0.0,0.0
958,Mali,133,2018,Produits Animaux,2941,336,22.47,0,0,0,0,0,0.0,0.0
959,Mali,133,2018,Produits Vegetaux,2903,2537,61.13,0,0,0,0,0,0.0,0.0
960,Mali,133,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,868.332692
961,Mali,133,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-2.05,0.0
962,Mali,133,2018,Viande de Volailles,2734,0,0.0,0,0,0,51,0,0.0,0.0
963,Malte,134,2014,Population,2501,0,0.0,0,0,430,0,0,0.0,0.0
964,Malte,134,2014,Produits Animaux,2941,958,66.61,0,0,0,0,0,0.0,0.0
965,Malte,134,2014,Produits Vegetaux,2903,2457,49.13,0,0,0,0,0,0.0,0.0
966,Malte,134,2018,Population,2501,0,0.0,0,0,439,0,0,0.0,0.0
967,Malte,134,2018,Produits Animaux,2941,958,66.07,0,0,0,0,0,0.0,0.0
968,Malte,134,2018,Produits Vegetaux,2903,2462,50.33,0,0,0,0,0,0.0,0.0
969,Malte,134,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,30802.351658
970,Malte,134,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,1.29,0.0
971,Malte,134,2018,Viande de Volailles,2734,0,0.0,0,9,0,4,0,0.0,0.0
972,Maroc,143,2014,Population,2501,0,0.0,0,0,34192,0,0,0.0,0.0
973,Maroc,143,2014,Produits Animaux,2941,324,26.1,0,0,0,0,0,0.0,0.0
974,Maroc,143,2014,Produits Vegetaux,2903,3073,72.85,0,0,0,0,0,0.0,0.0
975,Maroc,143,2018,Population,2501,0,0.0,0,0,36029,0,0,0.0,0.0
976,Maroc,143,2018,Poulets,1057,0,0.0,0,0,0,0,204546,0.0,0.0
977,Maroc,143,2018,Produits Animaux,2941,335,27.79,0,0,0,0,0,0.0,0.0
978,Maroc,143,2018,Produits Vegetaux,2903,3077,73.29,0,0,0,0,0,0.0,0.0
979,Maroc,143,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,3189.732224
980,Maroc,143,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.33,0.0
981,Maroc,143,2018,Viande de Volailles,2734,0,0.0,1,3,0,775,0,0.0,0.0
982,Maurice,137,2014,Population,2501,0,0.0,0,0,1257,0,0,0.0,0.0
983,Maurice,137,2014,Produits Animaux,2941,463,39.11,0,0,0,0,0,0.0,0.0
984,Maurice,137,2014,Produits Vegetaux,2903,2577,47.41,0,0,0,0,0,0.0,0.0
985,Maurice,137,2018,Population,2501,0,0.0,0,0,1267,0,0,0.0,0.0
986,Maurice,137,2018,Poulets,1057,0,0.0,0,0,0,0,16395,0.0,0.0
987,Maurice,137,2018,Produits Animaux,2941,494,41.21,0,0,0,0,0,0.0,0.0
988,Maurice,137,2018,Produits Vegetaux,2903,2557,47.72,0,0,0,0,0,0.0,0.0
989,Maurice,137,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,11345.071009000001
990,Maurice,137,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.87,0.0
991,Maurice,137,2018,Viande de Volailles,2734,0,0.0,0,3,0,49,0,0.0,0.0
992,Mauritanie,136,2014,Population,2501,0,0.0,0,0,3931,0,0,0.0,0.0
993,Mauritanie,136,2014,Produits Animaux,2941,446,30.68,0,0,0,0,0,0.0,0.0
994,Mauritanie,136,2014,Produits Vegetaux,2903,2436,51.67,0,0,0,0,0,0.0,0.0
995,Mauritanie,136,2018,Population,2501,0,0.0,0,0,4403,0,0,0.0,0.0
996,Mauritanie,136,2018,Poulets,1057,0,0.0,0,0,0,0,4655,0.0,0.0
997,Mauritanie,136,2018,Produits Animaux,2941,422,29.66,0,0,0,0,0,0.0,0.0
998,Mauritanie,136,2018,Produits Vegetaux,2903,2455,52.46,0,0,0,0,0,0.0,0.0
999,Mauritanie,136,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,1668.181092
1000,Mauritanie,136,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.67,0.0
1001,Mauritanie,136,2018,Viande de Volailles,2734,0,0.0,0,29,0,5,0,0.0,0.0
1002,Mexique,138,2014,Population,2501,0,0.0,0,0,120355,0,0,0.0,0.0
1003,Mexique,138,2014,Produits Animaux,2941,655,42.94,0,0,0,0,0,0.0,0.0
1004,Mexique,138,2014,Produits Vegetaux,2903,2477,46.95,0,0,0,0,0,0.0,0.0
1005,Mexique,138,2018,Population,2501,0,0.0,0,0,126191,0,0,0.0,0.0
1006,Mexique,138,2018,Poulets,1057,0,0.0,0,0,0,0,568372,0.0,0.0
1007,Mexique,138,2018,Produits Animaux,2941,697,44.78,0,0,0,0,0,0.0,0.0
1008,Mexique,138,2018,Produits Vegetaux,2903,2459,46.72,0,0,0,0,0,0.0,0.0
1009,Mexique,138,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,9135.674412999999
1010,Mexique,138,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.57,0.0
1011,Mexique,138,2018,Viande de Volailles,2734,0,0.0,13,983,0,3377,0,0.0,0.0
1012,Micronésie (États fédérés de),145,2018,Poulets,1057,0,0.0,0,0,0,0,191,0.0,0.0
1013,Micronésie (États fédérés de),145,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,4046.669839
1014,Micronésie (États fédérés de),145,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,1.34,0.0
1015,Monaco,140,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,184807.828397
1016,Mongolie,141,2014,Population,2501,0,0.0,0,0,2940,0,0,0.0,0.0
1017,Mongolie,141,2014,Produits Animaux,2941,861,50.0,0,0,0,0,0,0.0,0.0
1018,Mongolie,141,2014,Produits Vegetaux,2903,1653,31.98,0,0,0,0,0,0.0,0.0
1019,Mongolie,141,2018,Population,2501,0,0.0,0,0,3170,0,0,0.0,0.0
1020,Mongolie,141,2018,Poulets,1057,0,0.0,0,0,0,0,878,0.0,0.0
1021,Mongolie,141,2018,Produits Animaux,2941,982,56.85,0,0,0,0,0,0.0,0.0
1022,Mongolie,141,2018,Produits Vegetaux,2903,1597,30.47,0,0,0,0,0,0.0,0.0
1023,Mongolie,141,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,3706.6756229999996
1024,Mongolie,141,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.79,0.0
1025,Mongolie,141,2018,Viande de Volailles,2734,0,0.0,0,12,0,0,0,0.0,0.0
1026,Montserrat,142,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,12037.524148999999
1027,Monténégro,273,2014,Population,2501,0,0.0,0,0,627,0,0,0.0,0.0
1028,Monténégro,273,2014,Produits Animaux,2941,1184,64.37,0,0,0,0,0,0.0,0.0
1029,Monténégro,273,2014,Produits Vegetaux,2903,2192,42.83,0,0,0,0,0,0.0,0.0
1030,Monténégro,273,2018,Population,2501,0,0.0,0,0,628,0,0,0.0,0.0
1031,Monténégro,273,2018,Poulets,1057,0,0.0,0,0,0,0,666,0.0,0.0
1032,Monténégro,273,2018,Produits Animaux,2941,1244,70.27,0,0,0,0,0,0.0,0.0
1033,Monténégro,273,2018,Produits Vegetaux,2903,2256,44.26,0,0,0,0,0,0.0,0.0
1034,Monténégro,273,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,8855.149647
1035,Monténégro,273,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.11,0.0
1036,Monténégro,273,2018,Viande de Volailles,2734,0,0.0,0,9,0,4,0,0.0,0.0
1037,Mozambique,144,2014,Population,2501,0,0.0,0,0,26286,0,0,0.0,0.0
1038,Mozambique,144,2014,Produits Animaux,2941,113,7.26,0,0,0,0,0,0.0,0.0
1039,Mozambique,144,2014,Produits Vegetaux,2903,2063,38.31,0,0,0,0,0,0.0,0.0
1040,Mozambique,144,2018,Population,2501,0,0.0,0,0,29496,0,0,0.0,0.0
1041,Mozambique,144,2018,Poulets,1057,0,0.0,0,0,0,0,18831,0.0,0.0
1042,Mozambique,144,2018,Produits Animaux,2941,115,8.11,0,0,0,0,0,0.0,0.0
1043,Mozambique,144,2018,Produits Vegetaux,2903,1988,34.3,0,0,0,0,0,0.0,0.0
1044,Mozambique,144,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,471.69514100000004
1045,Mozambique,144,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.78,0.0
1046,Mozambique,144,2018,Viande de Volailles,2734,0,0.0,0,25,0,89,0,0.0,0.0
1047,Myanmar,28,2014,Population,2501,0,0.0,0,0,52281,0,0,0.0,0.0
1048,Myanmar,28,2014,Produits Animaux,2941,477,37.79,0,0,0,0,0,0.0,0.0
1049,Myanmar,28,2014,Produits Vegetaux,2903,2176,50.06,0,0,0,0,0,0.0,0.0
1050,Myanmar,28,2018,Population,2501,0,0.0,0,0,53708,0,0,0.0,0.0
1051,Myanmar,28,2018,Poulets,1057,0,0.0,0,0,0,0,361243,0.0,0.0
1052,Myanmar,28,2018,Produits Animaux,2941,532,41.38,0,0,0,0,0,0.0,0.0
1053,Myanmar,28,2018,Produits Vegetaux,2903,2141,49.26,0,0,0,0,0,0.0,0.0
1054,Myanmar,28,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,1346.644076
1055,Myanmar,28,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-1.31,0.0
1056,Myanmar,28,2018,Viande de Volailles,2734,0,0.0,0,1,0,1896,0,0.0,0.0
1057,Namibie,147,2014,Population,2501,0,0.0,0,0,2273,0,0,0.0,0.0
1058,Namibie,147,2014,Produits Animaux,2941,306,21.99,0,0,0,0,0,0.0,0.0
1059,Namibie,147,2014,Produits Vegetaux,2903,2063,40.27,0,0,0,0,0,0.0,0.0
1060,Namibie,147,2018,Population,2501,0,0.0,0,0,2448,0,0,0.0,0.0
1061,Namibie,147,2018,Poulets,1057,0,0.0,0,0,0,0,4368,0.0,0.0
1062,Namibie,147,2018,Produits Animaux,2941,306,23.04,0,0,0,0,0,0.0,0.0
1063,Namibie,147,2018,Produits Vegetaux,2903,2163,42.74,0,0,0,0,0,0.0,0.0
1064,Namibie,147,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,5271.992734
1065,Namibie,147,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.65,0.0
1066,Namibie,147,2018,Viande de Volailles,2734,0,0.0,12,26,0,10,0,0.0,0.0
1067,Nauru,148,2018,Poulets,1057,0,0.0,0,0,0,0,5,0.0,0.0
1068,Nauru,148,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,12292.636328
1069,Nauru,148,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,0.51,0.0
1070,Nicaragua,157,2014,Population,2501,0,0.0,0,0,6143,0,0,0.0,0.0
1071,Nicaragua,157,2014,Produits Animaux,2941,318,20.81,0,0,0,0,0,0.0,0.0
1072,Nicaragua,157,2014,Produits Vegetaux,2903,2211,43.03,0,0,0,0,0,0.0,0.0
1073,Nicaragua,157,2018,Population,2501,0,0.0,0,0,6466,0,0,0.0,0.0
1074,Nicaragua,157,2018,Poulets,1057,0,0.0,0,0,0,0,23794,0.0,0.0
1075,Nicaragua,157,2018,Produits Animaux,2941,304,19.66,0,0,0,0,0,0.0,0.0
1076,Nicaragua,157,2018,Produits Vegetaux,2903,2278,43.87,0,0,0,0,0,0.0,0.0
1077,Nicaragua,157,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,2038.0107449999998
1078,Nicaragua,157,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-0.8,0.0
1079,Nicaragua,157,2018,Viande de Volailles,2734,0,0.0,0,7,0,140,0,0.0,0.0
1080,Niger,158,2014,Population,2501,0,0.0,0,0,19240,0,0,0.0,0.0
1081,Niger,158,2014,Produits Animaux,2941,174,11.72,0,0,0,0,0,0.0,0.0
1082,Niger,158,2014,Produits Vegetaux,2903,2278,65.94,0,0,0,0,0,0.0,0.0
1083,Niger,158,2018,Population,2501,0,0.0,0,0,22443,0,0,0.0,0.0
1084,Niger,158,2018,Poulets,1057,0,0.0,0,0,0,0,19359,0.0,0.0
1085,Niger,158,2018,Produits Animaux,2941,183,11.67,0,0,0,0,0,0.0,0.0
1086,Niger,158,2018,Produits Vegetaux,2903,2387,70.93,0,0,0,0,0,0.0,0.0
1087,Niger,158,2018,Revenu national brut par habitant,22039,0,0.0,0,0,0,0,0,0.0,565.85393
1088,Niger,158,2018,Stabilité politique et absence de violence/terrorisme (indice),21032,0,0.0,0,0,0,0,0,-1.26,0.0
1089,Niger,158,2018,Viande de Volailles,2734,0,0.0,0,2,0,19,0,0.0,0.0
1090,Nigéria,159,2014,Population,2501,0,0.0,0,0,176405,0,0,0.0,0.0
1091,Nigéria,159,2014,Produits Animaux,2941,104,9.28,0,0,0,0,0,0.0,0.0
1092,Nigéria,159,2014,Produits Vegetaux,2903,2522,49.79,0,0,0,0,0,0.0,0.0
1093,Nigéria,159,2018,Population,2501,0,0.0,0,0,195875,0,0,0.0,0.0
1094,Nigéria,159,2018,Poulets,1057,0,0.0,0,0,0,0,181907,0.0,0.0
